release_no,data_type,category,subfolder,file_name,relative_path,file_size_bytes,file_status,geographic_level_detected,sex_available,age_available,notes
5,health_checkup_questionnaire,07_特定健診 質問票,,標準的な質問票（質問項目４）.xlsx,07_特定健診 質問票\標準的な質問票（質問項目４）.xlsx,45927,exists,unknown,unknown,unknown,
5,health_checkup_questionnaire,07_特定健診 質問票,,標準的な質問票（質問項目５）.xlsx,07_特定健診 質問票\標準的な質問票（質問項目５）.xlsx,46030,exists,unknown,unknown,unknown,
5,health_checkup_questionnaire,07_特定健診 質問票,,標準的な質問票（質問項目６）.xlsx,07_特定健診 質問票\標準的な質問票（質問項目６）.xlsx,45708,exists,unknown,unknown,unknown,
5,health_checkup_questionnaire,07_特定健診 質問票,,標準的な質問票（質問項目７）.xlsx,07_特定健診 質問票\標準的な質問票（質問項目７）.xlsx,46048,exists,unknown,unknown,unknown,
5,health_checkup_questionnaire,07_特定健診 質問票,,標準的な質問票（質問項目８）.xlsx,07_特定健診 質問票\標準的な質問票（質問項目８）.xlsx,46380,exists,unknown,unknown,unknown,
5,health_checkup_questionnaire,07_特定健診 質問票,,標準的な質問票（質問項目９）.xlsx,07_特定健診 質問票\標準的な質問票（質問項目９）.xlsx,46310,exists,unknown,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,A_基本診療料,入院基本料_二次医療圏別算定回数.xlsx,01_医科診療行為（算定回数）\A_基本診療料\入院基本料_二次医療圏別算定回数.xlsx,431098,exists,secondary_medical_area,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,A_基本診療料,入院基本料_性年齢別算定回数.xlsx,01_医科診療行為（算定回数）\A_基本診療料\入院基本料_性年齢別算定回数.xlsx,93461,exists,sex_age_national,yes,yes,
6,medical_acts_count,01_医科診療行為（算定回数）,A_基本診療料,入院基本料_診療月別算定回数.xlsx,01_医科診療行為（算定回数）\A_基本診療料\入院基本料_診療月別算定回数.xlsx,50827,exists,unknown,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,A_基本診療料,入院基本料_都道府県別算定回数.xlsx,01_医科診療行為（算定回数）\A_基本診療料\入院基本料_都道府県別算定回数.xlsx,109329,exists,prefecture,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,A_基本診療料,入院基本料等加算_二次医療圏別算定回数.xlsx,01_医科診療行為（算定回数）\A_基本診療料\入院基本料等加算_二次医療圏別算定回数.xlsx,300703,exists,secondary_medical_area,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,A_基本診療料,入院基本料等加算_性年齢別算定回数.xlsx,01_医科診療行為（算定回数）\A_基本診療料\入院基本料等加算_性年齢別算定回数.xlsx,63017,exists,sex_age_national,yes,yes,
6,medical_acts_count,01_医科診療行為（算定回数）,A_基本診療料,入院基本料等加算_診療月別算定回数.xlsx,01_医科診療行為（算定回数）\A_基本診療料\入院基本料等加算_診療月別算定回数.xlsx,38811,exists,unknown,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,A_基本診療料,入院基本料等加算_都道府県別算定回数.xlsx,01_医科診療行為（算定回数）\A_基本診療料\入院基本料等加算_都道府県別算定回数.xlsx,73679,exists,prefecture,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,A_基本診療料,初再診料_二次医療圏別算定回数.xlsx,01_医科診療行為（算定回数）\A_基本診療料\初再診料_二次医療圏別算定回数.xlsx,255892,exists,secondary_medical_area,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,A_基本診療料,初再診料_性年齢別算定回数.xlsx,01_医科診療行為（算定回数）\A_基本診療料\初再診料_性年齢別算定回数.xlsx,51309,exists,sex_age_national,yes,yes,
6,medical_acts_count,01_医科診療行為（算定回数）,A_基本診療料,初再診料_診療月別算定回数.xlsx,01_医科診療行為（算定回数）\A_基本診療料\初再診料_診療月別算定回数.xlsx,34167,exists,unknown,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,A_基本診療料,初再診料_都道府県別算定回数.xlsx,01_医科診療行為（算定回数）\A_基本診療料\初再診料_都道府県別算定回数.xlsx,61145,exists,prefecture,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,A_基本診療料,特定入院料_二次医療圏別算定回数.xlsx,01_医科診療行為（算定回数）\A_基本診療料\特定入院料_二次医療圏別算定回数.xlsx,430648,exists,secondary_medical_area,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,A_基本診療料,特定入院料_性年齢別算定回数.xlsx,01_医科診療行為（算定回数）\A_基本診療料\特定入院料_性年齢別算定回数.xlsx,97932,exists,sex_age_national,yes,yes,
6,medical_acts_count,01_医科診療行為（算定回数）,A_基本診療料,特定入院料_診療月別算定回数.xlsx,01_医科診療行為（算定回数）\A_基本診療料\特定入院料_診療月別算定回数.xlsx,61275,exists,unknown,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,A_基本診療料,特定入院料_都道府県別算定回数.xlsx,01_医科診療行為（算定回数）\A_基本診療料\特定入院料_都道府県別算定回数.xlsx,116022,exists,prefecture,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,A_基本診療料,短期滞在手術等基本料_二次医療圏別算定回数.xlsx,01_医科診療行為（算定回数）\A_基本診療料\短期滞在手術等基本料_二次医療圏別算定回数.xlsx,75469,exists,secondary_medical_area,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,A_基本診療料,短期滞在手術等基本料_性年齢別算定回数.xlsx,01_医科診療行為（算定回数）\A_基本診療料\短期滞在手術等基本料_性年齢別算定回数.xlsx,21627,exists,sex_age_national,yes,yes,
6,medical_acts_count,01_医科診療行為（算定回数）,A_基本診療料,短期滞在手術等基本料_診療月別算定回数.xlsx,01_医科診療行為（算定回数）\A_基本診療料\短期滞在手術等基本料_診療月別算定回数.xlsx,16469,exists,unknown,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,A_基本診療料,短期滞在手術等基本料_都道府県別算定回数.xlsx,01_医科診療行為（算定回数）\A_基本診療料\短期滞在手術等基本料_都道府県別算定回数.xlsx,24071,exists,prefecture,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,B_医学管理等,二次医療圏別算定回数.xlsx,01_医科診療行為（算定回数）\B_医学管理等\二次医療圏別算定回数.xlsx,520297,exists,secondary_medical_area,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,B_医学管理等,性年齢別算定回数.xlsx,01_医科診療行為（算定回数）\B_医学管理等\性年齢別算定回数.xlsx,94690,exists,sex_age_national,yes,yes,
6,medical_acts_count,01_医科診療行為（算定回数）,B_医学管理等,診療月別算定回数.xlsx,01_医科診療行為（算定回数）\B_医学管理等\診療月別算定回数.xlsx,55463,exists,unknown,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,B_医学管理等,都道府県別算定回数.xlsx,01_医科診療行為（算定回数）\B_医学管理等\都道府県別算定回数.xlsx,114742,exists,prefecture,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,C_在宅医療,二次医療圏別算定回数.xlsx,01_医科診療行為（算定回数）\C_在宅医療\二次医療圏別算定回数.xlsx,543356,exists,secondary_medical_area,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,C_在宅医療,性年齢別算定回数.xlsx,01_医科診療行為（算定回数）\C_在宅医療\性年齢別算定回数.xlsx,100428,exists,sex_age_national,yes,yes,
6,medical_acts_count,01_医科診療行為（算定回数）,C_在宅医療,診療月別算定回数.xlsx,01_医科診療行為（算定回数）\C_在宅医療\診療月別算定回数.xlsx,54631,exists,unknown,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,C_在宅医療,都道府県別算定回数.xlsx,01_医科診療行為（算定回数）\C_在宅医療\都道府県別算定回数.xlsx,119283,exists,prefecture,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,D_検査,二次医療圏別算定回数.xlsx,01_医科診療行為（算定回数）\D_検査\二次医療圏別算定回数.xlsx,4469393,exists,secondary_medical_area,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,D_検査,性年齢別算定回数.xlsx,01_医科診療行為（算定回数）\D_検査\性年齢別算定回数.xlsx,745572,exists,sex_age_national,yes,yes,
6,medical_acts_count,01_医科診療行為（算定回数）,D_検査,診療月別算定回数.xlsx,01_医科診療行為（算定回数）\D_検査\診療月別算定回数.xlsx,347284,exists,unknown,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,D_検査,都道府県別算定回数.xlsx,01_医科診療行為（算定回数）\D_検査\都道府県別算定回数.xlsx,871423,exists,prefecture,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,E_画像診断,二次医療圏別算定回数.xlsx,01_医科診療行為（算定回数）\E_画像診断\二次医療圏別算定回数.xlsx,571614,exists,secondary_medical_area,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,E_画像診断,性年齢別算定回数.xlsx,01_医科診療行為（算定回数）\E_画像診断\性年齢別算定回数.xlsx,110206,exists,sex_age_national,yes,yes,
6,medical_acts_count,01_医科診療行為（算定回数）,E_画像診断,診療月別算定回数.xlsx,01_医科診療行為（算定回数）\E_画像診断\診療月別算定回数.xlsx,59701,exists,unknown,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,E_画像診断,都道府県別算定回数.xlsx,01_医科診療行為（算定回数）\E_画像診断\都道府県別算定回数.xlsx,126615,exists,prefecture,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,F_投薬,二次医療圏別算定回数.xlsx,01_医科診療行為（算定回数）\F_投薬\二次医療圏別算定回数.xlsx,144934,exists,secondary_medical_area,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,F_投薬,性年齢別算定回数.xlsx,01_医科診療行為（算定回数）\F_投薬\性年齢別算定回数.xlsx,35270,exists,sex_age_national,yes,yes,
6,medical_acts_count,01_医科診療行為（算定回数）,F_投薬,診療月別算定回数.xlsx,01_医科診療行為（算定回数）\F_投薬\診療月別算定回数.xlsx,25752,exists,unknown,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,F_投薬,都道府県別算定回数.xlsx,01_医科診療行為（算定回数）\F_投薬\都道府県別算定回数.xlsx,39380,exists,prefecture,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,G_注射,二次医療圏別算定回数.xlsx,01_医科診療行為（算定回数）\G_注射\二次医療圏別算定回数.xlsx,211990,exists,secondary_medical_area,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,G_注射,性年齢別算定回数.xlsx,01_医科診療行為（算定回数）\G_注射\性年齢別算定回数.xlsx,47097,exists,sex_age_national,yes,yes,
6,medical_acts_count,01_医科診療行為（算定回数）,G_注射,診療月別算定回数.xlsx,01_医科診療行為（算定回数）\G_注射\診療月別算定回数.xlsx,32508,exists,unknown,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,G_注射,都道府県別算定回数.xlsx,01_医科診療行為（算定回数）\G_注射\都道府県別算定回数.xlsx,53925,exists,prefecture,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,H_リハビリテーション,二次医療圏別算定回数／単位数.xlsx,01_医科診療行為（算定回数）\H_リハビリテーション\二次医療圏別算定回数／単位数.xlsx,268776,exists,secondary_medical_area,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,H_リハビリテーション,性年齢別算定回数／単位数.xlsx,01_医科診療行為（算定回数）\H_リハビリテーション\性年齢別算定回数／単位数.xlsx,64821,exists,sex_age_national,yes,yes,
6,medical_acts_count,01_医科診療行為（算定回数）,H_リハビリテーション,診療月別算定回数／単位数.xlsx,01_医科診療行為（算定回数）\H_リハビリテーション\診療月別算定回数／単位数.xlsx,44961,exists,unknown,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,H_リハビリテーション,都道府県別算定回数／単位数.xlsx,01_医科診療行為（算定回数）\H_リハビリテーション\都道府県別算定回数／単位数.xlsx,74500,exists,prefecture,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,I_精神科専門療法料,二次医療圏別算定回数.xlsx,01_医科診療行為（算定回数）\I_精神科専門療法料\二次医療圏別算定回数.xlsx,269919,exists,secondary_medical_area,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,I_精神科専門療法料,性年齢別算定回数.xlsx,01_医科診療行為（算定回数）\I_精神科専門療法料\性年齢別算定回数.xlsx,61531,exists,sex_age_national,yes,yes,
6,medical_acts_count,01_医科診療行為（算定回数）,I_精神科専門療法料,診療月別算定回数.xlsx,01_医科診療行為（算定回数）\I_精神科専門療法料\診療月別算定回数.xlsx,38594,exists,unknown,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,I_精神科専門療法料,都道府県別算定回数.xlsx,01_医科診療行為（算定回数）\I_精神科専門療法料\都道府県別算定回数.xlsx,69514,exists,prefecture,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,J_処置,二次医療圏別算定回数.xlsx,01_医科診療行為（算定回数）\J_処置\二次医療圏別算定回数.xlsx,1210085,exists,secondary_medical_area,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,J_処置,性年齢別算定回数.xlsx,01_医科診療行為（算定回数）\J_処置\性年齢別算定回数.xlsx,211113,exists,sex_age_national,yes,yes,
6,medical_acts_count,01_医科診療行為（算定回数）,J_処置,診療月別算定回数.xlsx,01_医科診療行為（算定回数）\J_処置\診療月別算定回数.xlsx,108508,exists,unknown,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,J_処置,都道府県別算定回数.xlsx,01_医科診療行為（算定回数）\J_処置\都道府県別算定回数.xlsx,247853,exists,prefecture,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,K_手術,款別二次医療圏別算定回数.xlsx,01_医科診療行為（算定回数）\K_手術\款別二次医療圏別算定回数.xlsx,4731593,exists,secondary_medical_area,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,K_手術,款別性年齢別算定回数.xlsx,01_医科診療行為（算定回数）\K_手術\款別性年齢別算定回数.xlsx,829926,exists,sex_age_national,yes,yes,
6,medical_acts_count,01_医科診療行為（算定回数）,K_手術,款別診療月別算定回数.xlsx,01_医科診療行為（算定回数）\K_手術\款別診療月別算定回数.xlsx,436372,exists,unknown,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,K_手術,款別都道府県別算定回数.xlsx,01_医科診療行為（算定回数）\K_手術\款別都道府県別算定回数.xlsx,986861,exists,prefecture,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,K_輸血料,二次医療圏別算定回数.xlsx,01_医科診療行為（算定回数）\K_輸血料\二次医療圏別算定回数.xlsx,162670,exists,secondary_medical_area,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,K_輸血料,性年齢別算定回数.xlsx,01_医科診療行為（算定回数）\K_輸血料\性年齢別算定回数.xlsx,39731,exists,sex_age_national,yes,yes,
6,medical_acts_count,01_医科診療行為（算定回数）,K_輸血料,診療月別算定回数.xlsx,01_医科診療行為（算定回数）\K_輸血料\診療月別算定回数.xlsx,28327,exists,unknown,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,K_輸血料,都道府県別算定回数.xlsx,01_医科診療行為（算定回数）\K_輸血料\都道府県別算定回数.xlsx,44315,exists,prefecture,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,L_麻酔,二次医療圏別算定回数.xlsx,01_医科診療行為（算定回数）\L_麻酔\二次医療圏別算定回数.xlsx,429070,exists,secondary_medical_area,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,L_麻酔,性年齢別算定回数.xlsx,01_医科診療行為（算定回数）\L_麻酔\性年齢別算定回数.xlsx,84031,exists,sex_age_national,yes,yes,
6,medical_acts_count,01_医科診療行為（算定回数）,L_麻酔,診療月別算定回数.xlsx,01_医科診療行為（算定回数）\L_麻酔\診療月別算定回数.xlsx,48893,exists,unknown,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,L_麻酔,都道府県別算定回数.xlsx,01_医科診療行為（算定回数）\L_麻酔\都道府県別算定回数.xlsx,96633,exists,prefecture,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,M_放射線治療,二次医療圏別算定回数.xlsx,01_医科診療行為（算定回数）\M_放射線治療\二次医療圏別算定回数.xlsx,231254,exists,secondary_medical_area,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,M_放射線治療,性年齢別算定回数.xlsx,01_医科診療行為（算定回数）\M_放射線治療\性年齢別算定回数.xlsx,54692,exists,sex_age_national,yes,yes,
6,medical_acts_count,01_医科診療行為（算定回数）,M_放射線治療,診療月別算定回数.xlsx,01_医科診療行為（算定回数）\M_放射線治療\診療月別算定回数.xlsx,35556,exists,unknown,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,M_放射線治療,都道府県別算定回数.xlsx,01_医科診療行為（算定回数）\M_放射線治療\都道府県別算定回数.xlsx,62842,exists,prefecture,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,N_病理診断,二次医療圏別算定回数.xlsx,01_医科診療行為（算定回数）\N_病理診断\二次医療圏別算定回数.xlsx,176302,exists,secondary_medical_area,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,N_病理診断,性年齢別算定回数.xlsx,01_医科診療行為（算定回数）\N_病理診断\性年齢別算定回数.xlsx,41275,exists,sex_age_national,yes,yes,
6,medical_acts_count,01_医科診療行為（算定回数）,N_病理診断,診療月別算定回数.xlsx,01_医科診療行為（算定回数）\N_病理診断\診療月別算定回数.xlsx,28655,exists,unknown,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,N_病理診断,都道府県別算定回数.xlsx,01_医科診療行為（算定回数）\N_病理診断\都道府県別算定回数.xlsx,46691,exists,prefecture,unknown,unknown,
6,medical_acts_count,01_医科診療行為（算定回数）,クロス,【オンライン診療】都道府県性年齢別算定回数.xlsx,01_医科診療行為（算定回数）\クロス\【オンライン診療】都道府県性年齢別算定回数.xlsx,26278,exists,sex_age_national,yes,yes,
6,medical_acts_count,01_医科診療行為（算定回数）,クロス,【再診】都道府県性年齢別算定回数.xlsx,01_医科診療行為（算定回数）\クロス\【再診】都道府県性年齢別算定回数.xlsx,35065,exists,sex_age_national,yes,yes,
6,medical_acts_count,01_医科診療行為（算定回数）,クロス,【初診】都道府県性年齢別算定回数.xlsx,01_医科診療行為（算定回数）\クロス\【初診】都道府県性年齢別算定回数.xlsx,39758,exists,sex_age_national,yes,yes,
6,medical_acts_count,01_医科診療行為（算定回数）,クロス,【外来診療料】都道府県性年齢別算定回数.xlsx,01_医科診療行為（算定回数）\クロス\【外来診療料】都道府県性年齢別算定回数.xlsx,34419,exists,sex_age_national,yes,yes,
6,medical_acts_count,01_医科診療行為（算定回数）,クロス,【手術】都道府県性年齢別算定回数.xlsx,01_医科診療行為（算定回数）\クロス\【手術】都道府県性年齢別算定回数.xlsx,33956,exists,sex_age_national,yes,yes,
6,medical_acts_count,01_医科診療行為（算定回数）,クロス,【検査】都道府県性年齢別算定回数.xlsx,01_医科診療行為（算定回数）\クロス\【検査】都道府県性年齢別算定回数.xlsx,41002,exists,sex_age_national,yes,yes,
6,dental_acts_count,02_歯科診療行為（算定回数）,A_基本診療料,初再診料_二次医療圏別算定回数.xlsx,02_歯科診療行為（算定回数）\A_基本診療料\初再診料_二次医療圏別算定回数.xlsx,61781,exists,secondary_medical_area,unknown,unknown,
6,dental_acts_count,02_歯科診療行為（算定回数）,A_基本診療料,初再診料_性年齢別算定回数.xlsx,02_歯科診療行為（算定回数）\A_基本診療料\初再診料_性年齢別算定回数.xlsx,19610,exists,sex_age_national,yes,yes,
6,dental_acts_count,02_歯科診療行為（算定回数）,A_基本診療料,初再診料_都道府県別算定回数.xlsx,02_歯科診療行為（算定回数）\A_基本診療料\初再診料_都道府県別算定回数.xlsx,21252,exists,prefecture,unknown,unknown,
6,dental_acts_count,02_歯科診療行為（算定回数）,A_基本診療料,短期滞在手術等基本料_二次医療圏別算定回数.xlsx,02_歯科診療行為（算定回数）\A_基本診療料\短期滞在手術等基本料_二次医療圏別算定回数.xlsx,23660,exists,secondary_medical_area,unknown,unknown,
6,dental_acts_count,02_歯科診療行為（算定回数）,A_基本診療料,短期滞在手術等基本料_性年齢別算定回数.xlsx,02_歯科診療行為（算定回数）\A_基本診療料\短期滞在手術等基本料_性年齢別算定回数.xlsx,11872,exists,sex_age_national,yes,yes,
6,dental_acts_count,02_歯科診療行為（算定回数）,A_基本診療料,短期滞在手術等基本料_都道府県別算定回数.xlsx,02_歯科診療行為（算定回数）\A_基本診療料\短期滞在手術等基本料_都道府県別算定回数.xlsx,12439,exists,prefecture,unknown,unknown,
6,dental_acts_count,02_歯科診療行為（算定回数）,B_医学管理等,二次医療圏別算定回数.xlsx,02_歯科診療行為（算定回数）\B_医学管理等\二次医療圏別算定回数.xlsx,149803,exists,secondary_medical_area,unknown,unknown,
6,dental_acts_count,02_歯科診療行為（算定回数）,B_医学管理等,性年齢別算定回数.xlsx,02_歯科診療行為（算定回数）\B_医学管理等\性年齢別算定回数.xlsx,34990,exists,sex_age_national,yes,yes,
6,dental_acts_count,02_歯科診療行為（算定回数）,B_医学管理等,都道府県別算定回数.xlsx,02_歯科診療行為（算定回数）\B_医学管理等\都道府県別算定回数.xlsx,39239,exists,prefecture,unknown,unknown,
6,dental_acts_count,02_歯科診療行為（算定回数）,C_在宅医療,二次医療圏別算定回数.xlsx,02_歯科診療行為（算定回数）\C_在宅医療\二次医療圏別算定回数.xlsx,71475,exists,secondary_medical_area,unknown,unknown,
6,dental_acts_count,02_歯科診療行為（算定回数）,C_在宅医療,性年齢別算定回数.xlsx,02_歯科診療行為（算定回数）\C_在宅医療\性年齢別算定回数.xlsx,20152,exists,sex_age_national,yes,yes,
6,dental_acts_count,02_歯科診療行為（算定回数）,C_在宅医療,都道府県別算定回数.xlsx,02_歯科診療行為（算定回数）\C_在宅医療\都道府県別算定回数.xlsx,22357,exists,prefecture,unknown,unknown,
6,dental_acts_count,02_歯科診療行為（算定回数）,D_検査,二次医療圏別算定回数.xlsx,02_歯科診療行為（算定回数）\D_検査\二次医療圏別算定回数.xlsx,1500162,exists,secondary_medical_area,unknown,unknown,
6,dental_acts_count,02_歯科診療行為（算定回数）,D_検査,性年齢別算定回数.xlsx,02_歯科診療行為（算定回数）\D_検査\性年齢別算定回数.xlsx,275021,exists,sex_age_national,yes,yes,
6,dental_acts_count,02_歯科診療行為（算定回数）,D_検査,都道府県別算定回数.xlsx,02_歯科診療行為（算定回数）\D_検査\都道府県別算定回数.xlsx,318094,exists,prefecture,unknown,unknown,
6,dental_acts_count,02_歯科診療行為（算定回数）,E_画像診断,二次医療圏別算定回数.xlsx,02_歯科診療行為（算定回数）\E_画像診断\二次医療圏別算定回数.xlsx,235799,exists,secondary_medical_area,unknown,unknown,
6,dental_acts_count,02_歯科診療行為（算定回数）,E_画像診断,性年齢別算定回数.xlsx,02_歯科診療行為（算定回数）\E_画像診断\性年齢別算定回数.xlsx,50654,exists,sex_age_national,yes,yes,
6,dental_acts_count,02_歯科診療行為（算定回数）,E_画像診断,都道府県別算定回数.xlsx,02_歯科診療行為（算定回数）\E_画像診断\都道府県別算定回数.xlsx,57109,exists,prefecture,unknown,unknown,
6,dental_acts_count,02_歯科診療行為（算定回数）,F_投薬,二次医療圏別算定回数.xlsx,02_歯科診療行為（算定回数）\F_投薬\二次医療圏別算定回数.xlsx,50932,exists,secondary_medical_area,unknown,unknown,
6,dental_acts_count,02_歯科診療行為（算定回数）,F_投薬,性年齢別算定回数.xlsx,02_歯科診療行為（算定回数）\F_投薬\性年齢別算定回数.xlsx,17620,exists,sex_age_national,yes,yes,
6,dental_acts_count,02_歯科診療行為（算定回数）,F_投薬,都道府県別算定回数.xlsx,02_歯科診療行為（算定回数）\F_投薬\都道府県別算定回数.xlsx,18945,exists,prefecture,unknown,unknown,
6,dental_acts_count,02_歯科診療行為（算定回数）,G_注射,二次医療圏別算定回数.xlsx,02_歯科診療行為（算定回数）\G_注射\二次医療圏別算定回数.xlsx,67081,exists,secondary_medical_area,unknown,unknown,
6,dental_acts_count,02_歯科診療行為（算定回数）,G_注射,性年齢別算定回数.xlsx,02_歯科診療行為（算定回数）\G_注射\性年齢別算定回数.xlsx,21361,exists,sex_age_national,yes,yes,
6,dental_acts_count,02_歯科診療行為（算定回数）,G_注射,都道府県別算定回数.xlsx,02_歯科診療行為（算定回数）\G_注射\都道府県別算定回数.xlsx,23251,exists,prefecture,unknown,unknown,
6,dental_acts_count,02_歯科診療行為（算定回数）,H_リハビリテーション,二次医療圏別算定回数／単位数.xlsx,02_歯科診療行為（算定回数）\H_リハビリテーション\二次医療圏別算定回数／単位数.xlsx,83855,exists,secondary_medical_area,unknown,unknown,
6,dental_acts_count,02_歯科診療行為（算定回数）,H_リハビリテーション,性年齢別算定回数／単位数.xlsx,02_歯科診療行為（算定回数）\H_リハビリテーション\性年齢別算定回数／単位数.xlsx,27625,exists,sex_age_national,yes,yes,
6,dental_acts_count,02_歯科診療行為（算定回数）,H_リハビリテーション,都道府県別算定回数／単位数.xlsx,02_歯科診療行為（算定回数）\H_リハビリテーション\都道府県別算定回数／単位数.xlsx,29840,exists,prefecture,unknown,unknown,
6,dental_acts_count,02_歯科診療行為（算定回数）,I_処置,二次医療圏別算定回数.xlsx,02_歯科診療行為（算定回数）\I_処置\二次医療圏別算定回数.xlsx,366966,exists,secondary_medical_area,unknown,unknown,
6,dental_acts_count,02_歯科診療行為（算定回数）,I_処置,性年齢別算定回数.xlsx,02_歯科診療行為（算定回数）\I_処置\性年齢別算定回数.xlsx,68163,exists,sex_age_national,yes,yes,
6,dental_acts_count,02_歯科診療行為（算定回数）,I_処置,都道府県別算定回数.xlsx,02_歯科診療行為（算定回数）\I_処置\都道府県別算定回数.xlsx,78654,exists,prefecture,unknown,unknown,
6,dental_acts_count,02_歯科診療行為（算定回数）,J_手術,二次医療圏別算定回数.xlsx,02_歯科診療行為（算定回数）\J_手術\二次医療圏別算定回数.xlsx,606036,exists,secondary_medical_area,unknown,unknown,
6,dental_acts_count,02_歯科診療行為（算定回数）,J_手術,性年齢別算定回数.xlsx,02_歯科診療行為（算定回数）\J_手術\性年齢別算定回数.xlsx,106620,exists,sex_age_national,yes,yes,
6,dental_acts_count,02_歯科診療行為（算定回数）,J_手術,都道府県別算定回数.xlsx,02_歯科診療行為（算定回数）\J_手術\都道府県別算定回数.xlsx,122591,exists,prefecture,unknown,unknown,
6,dental_acts_count,02_歯科診療行為（算定回数）,J_輸血料,二次医療圏別算定回数.xlsx,02_歯科診療行為（算定回数）\J_輸血料\二次医療圏別算定回数.xlsx,52346,exists,secondary_medical_area,unknown,unknown,
6,dental_acts_count,02_歯科診療行為（算定回数）,J_輸血料,性年齢別算定回数.xlsx,02_歯科診療行為（算定回数）\J_輸血料\性年齢別算定回数.xlsx,18042,exists,sex_age_national,yes,yes,
6,dental_acts_count,02_歯科診療行為（算定回数）,J_輸血料,都道府県別算定回数.xlsx,02_歯科診療行為（算定回数）\J_輸血料\都道府県別算定回数.xlsx,19408,exists,prefecture,unknown,unknown,
6,dental_acts_count,02_歯科診療行為（算定回数）,K_麻酔,二次医療圏別算定回数.xlsx,02_歯科診療行為（算定回数）\K_麻酔\二次医療圏別算定回数.xlsx,106695,exists,secondary_medical_area,unknown,unknown,
6,dental_acts_count,02_歯科診療行為（算定回数）,K_麻酔,性年齢別算定回数.xlsx,02_歯科診療行為（算定回数）\K_麻酔\性年齢別算定回数.xlsx,28484,exists,sex_age_national,yes,yes,
